auction_id,auction_url,start_date,end_date,lot_id_txt,price_realised,estimate_low,estimate_high,currency,auction_title,auction_location,artist,item_title,url,description_txt
30201,https://www.christies.com/en/auction/a-century-of-art-the-gerald-fineberg-collection-part-ii-30201/,2023-05-17T04:00Z,2023-05-17T00:00Z,12 C,,600000.0,800000.0,USD,A Century of Art: The Gerald Fineberg Collection Part II,New York,NORMAN LEWIS,Orpheus,https://www.christies.com/lot/lot-6424087?ldp_breadcrumb=back&intObjectID=6424087&from=salessummary&lid=1,"NORMAN LEWIS (1909-1979)<br>,<i>Orpheus</i><br>,signed and dated 'NORMAN LEWIS-53' (lower right); titled 'ORPHESUS [sic]' (on the stretcher)<br>,oil on canvas<br>,29 3/4 x 50 in. (75.6 x 127 cm.)<br>,Painted in 1953.<br>,"
30201,https://www.christies.com/en/auction/a-century-of-art-the-gerald-fineberg-collection-part-ii-30201/,2023-05-17T04:00Z,2023-05-17T00:00Z,13 C,2591000.0,2500000.0,3500000.0,USD,A Century of Art: The Gerald Fineberg Collection Part II,New York,ALEXANDER CALDER,Untitled,https://www.christies.com/lot/lot-6424088?ldp_breadcrumb=back&intObjectID=6424088&from=salessummary&lid=1,"ALEXANDER CALDER (1898-1976)<br>,<i>Untitled</i><br>,sheet metal wire and paint<br>,41 x 61 x 10 in. (104.1 x 154.9 x 25.4 cm.)<br>,Executed <i>circa </i>1949.<br>,"
30201,https://www.christies.com/en/auction/a-century-of-art-the-gerald-fineberg-collection-part-ii-30201/,2023-05-17T04:00Z,2023-05-17T00:00Z,14 C,327600.0,150000.0,200000.0,USD,A Century of Art: The Gerald Fineberg Collection Part II,New York,JO BAER,Untitled,https://www.christies.com/lot/lot-6424089?ldp_breadcrumb=back&intObjectID=6424089&from=salessummary&lid=1,"JO BAER (b. 1929)<br>,<i>Untitled</i><br>,signed and dated 'J. Baer '63' (on the reverse)<br>,oil on canvas<br>,72 x 72 in. (182.9 x 182.9 cm.)<br>,Painted in 1963.<br>,"
30201,https://www.christies.com/en/auction/a-century-of-art-the-gerald-fineberg-collection-part-ii-30201/,2023-05-17T04:00Z,2023-05-17T00:00Z,15 C,2954000.0,2500000.0,3500000.0,USD,A Century of Art: The Gerald Fineberg Collection Part II,New York,JOSEF ALBERS,Homage to the Square,https://www.christies.com/lot/lot-6424090?ldp_breadcrumb=back&intObjectID=6424090&from=salessummary&lid=1,"JOSEF ALBERS (1888-1976)<br>,<i>Homage to the Square</i><br>,incised with the artist's monogram and date 'A71' (lower right)<br>,oil on Masonite<br>,40 x 40 in. (101.6 x 101.6 cm.)<br>,Painted in 1971.<br>,"
30201,https://www.christies.com/en/auction/a-century-of-art-the-gerald-fineberg-collection-part-ii-30201/,2023-05-17T04:00Z,2023-05-17T00:00Z,16 C,630000.0,1000000.0,1500000.0,USD,A Century of Art: The Gerald Fineberg Collection Part II,New York,LUCIO FONTANA,"Concetto spaziale, Aurora di Venezia; Concetto spaziale, Notturno di Venezia [Two Works]",https://www.christies.com/lot/lot-6424091?ldp_breadcrumb=back&intObjectID=6424091&from=salessummary&lid=1,"LUCIO FONTANA (1899-1968) AND EGIDIO COSTANTINI (1912-2007)<br>,<i>Concetto spaziale Aurora di Venezia; Concetto spaziale Notturno di Venezia </i>[Two Works]<br>,(i) <i>Concetto spaziale Aurora di Venezia</i><br>,signed inscribed numbered and dated 'L. Fontana 65 1/1 F.A. (c)' (upper right)<br>,green yellow and purple Murano glass on aluminum board with holes and neon lighting<br>,84 x 40 x 12 in. (213.4 x 101.6 x 30.5 cm.)<br>,Executed in 1965.<br>,<br>, (ii) <i>Concetto spaziale Notturno di Venezia</i><br>,signed inscribed numbered and dated 'L. Fontana 65 1/1 F.A. (c)' (upper right) <br>,lilac red and purple Murano glass on aluminum board with holes and neon lighting<br>,84 x 40 x 12 in. (213.4 x 101.6 x 30.5 cm.)<br>,Executed in 1965.<br>,"
30201,https://www.christies.com/en/auction/a-century-of-art-the-gerald-fineberg-collection-part-ii-30201/,2023-05-17T04:00Z,2023-05-17T00:00Z,17 C,3922000.0,2500000.0,3500000.0,USD,A Century of Art: The Gerald Fineberg Collection Part II,New York,ALIGHIERO BOETTI,Ammazzare il tempo,https://www.christies.com/lot/lot-6424092?ldp_breadcrumb=back&intObjectID=6424092&from=salessummary&lid=1,"ALIGHIERO BOETTI (1940-1994)<br>,Ammazzare il tempo<br>,embroidery on canvas in forty-nine parts<br>,each: 6 5/8 x 7 1/8 in. (16.8 x 18.1 cm.)<br>,overall: 46 3/8 x 49 7/8 in. (117.6 x 126.7 cm.)<br>,Executed in 1979.<br>,"
30201,https://www.christies.com/en/auction/a-century-of-art-the-gerald-fineberg-collection-part-ii-30201/,2023-05-17T04:00Z,2023-05-17T00:00Z,18 C,10070000.0,15000000.0,20000000.0,USD,A Century of Art: The Gerald Fineberg Collection Part II,New York,CHRISTOPHER WOOL,Untitled,https://www.christies.com/lot/lot-6424093?ldp_breadcrumb=back&intObjectID=6424093&from=salessummary&lid=1,"CHRISTOPHER WOOL (b. 1955)<br>,<i>Untitled</i><br>,signed titled inscribed and dated 'WOOL 1993 UNTITLED (P185)' (on the reverse)<br>,enamel on aluminum<br>,78 x 60 in. (198 x 152.4 cm.)<br>,Executed in 1993.<br>,"
30201,https://www.christies.com/en/auction/a-century-of-art-the-gerald-fineberg-collection-part-ii-30201/,2023-05-17T04:00Z,2023-05-17T00:00Z,19 C,2046500.0,1500000.0,2000000.0,USD,A Century of Art: The Gerald Fineberg Collection Part II,New York,YAYOI KUSAMA,Pumpkin,https://www.christies.com/lot/lot-6424094?ldp_breadcrumb=back&intObjectID=6424094&from=salessummary&lid=1,"YAYOI KUSAMA (B. 1929)<br>,<i>Pumpkin</i><br>,signed titled in Japanese and dated 'Yayoi Kusama 1991' (on the reverse)<br>,acrylic on canvas<br>,28 5/8 x 35 3/4 in. (72.7 x 90.8 cm.)<br>,Painted in 1991.<br>,"
30201,https://www.christies.com/en/auction/a-century-of-art-the-gerald-fineberg-collection-part-ii-30201/,2023-05-17T04:00Z,2023-05-17T00:00Z,20 C,5132000.0,4000000.0,6000000.0,USD,A Century of Art: The Gerald Fineberg Collection Part II,New York,KAZUO SHIRAGA,Hoshokai (Lop Nur),https://www.christies.com/lot/lot-6424095?ldp_breadcrumb=back&intObjectID=6424095&from=salessummary&lid=1,"KAZUO SHIRAGA (1924-2008)<br>,<i>Hosh&#333;kai (Lop Nur)</i><br>,signed in Japanese (lower right); signed again in Japanese titled and dated 'Nov 1988 Hosh&#333;kai' (on the reverse)<br>,oil on canvas<br>,71 1/8 x 89 3/8 in. (181 x 227 cm.)<br>,Painted in 1988.<br>,"
30201,https://www.christies.com/en/auction/a-century-of-art-the-gerald-fineberg-collection-part-ii-30201/,2023-05-17T04:00Z,2023-05-17T00:00Z,21 C,3680000.0,6000000.0,8000000.0,USD,A Century of Art: The Gerald Fineberg Collection Part II,New York,WILLEM DE KOONING,East Hampton III,https://www.christies.com/lot/lot-6424096?ldp_breadcrumb=back&intObjectID=6424096&from=salessummary&lid=1,"WILLEM DE KOONING (1904-1997)<br>,<i>East Hampton III</i><br>,oil on canvas<br>,30 x 36 in. (76.2 x 91.4 cm.)<br>,Painted in 1977.<br>,"
30201,https://www.christies.com/en/auction/a-century-of-art-the-gerald-fineberg-collection-part-ii-30201/,2023-05-17T04:00Z,2023-05-17T00:00Z,22 C,856800.0,700000.0,1000000.0,USD,A Century of Art: The Gerald Fineberg Collection Part II,New York,PABLO PICASSO,Nu couche,https://www.christies.com/lot/lot-6424097?ldp_breadcrumb=back&intObjectID=6424097&from=salessummary&lid=1,"PABLO PICASSO (1881-1973)<br>,<i>Nu couche</i><br>,signed dated and inscribed 'Picasso Samedi 12.7.69.' (upper left)<br>,oil stick and colored wax crayons on paper<br>,19 3/4 x 25 7/8 in. (50.2 x 65.5 cm.)<br>,Drawn on 12 July 1969<br>,"
30201,https://www.christies.com/en/auction/a-century-of-art-the-gerald-fineberg-collection-part-ii-30201/,2023-05-17T04:00Z,2023-05-17T00:00Z,23 C,9610000.0,15000000.0,20000000.0,USD,A Century of Art: The Gerald Fineberg Collection Part II,New York,GERHARD RICHTER,Badende,https://www.christies.com/lot/lot-6424098?ldp_breadcrumb=back&intObjectID=6424098&from=salessummary&lid=1,"GERHARD RICHTER (b. 1932)<br>,<i>Badende</i><br>,signed and dated 'Richter 67' (on the reverse)<br>,oil on canvas<br>,63 x 78 1/2 in. (160 x 200 cm.)<br>,Painted in 1967.<br>,"
30201,https://www.christies.com/en/auction/a-century-of-art-the-gerald-fineberg-collection-part-ii-30201/,2023-05-17T04:00Z,2023-05-17T00:00Z,24 C,3256500.0,4000000.0,6000000.0,USD,A Century of Art: The Gerald Fineberg Collection Part II,New York,ROY LICHTENSTEIN,Sky and Water,https://www.christies.com/lot/lot-6424099?ldp_breadcrumb=back&intObjectID=6424099&from=salessummary&lid=1,"ROY LICHTENSTEIN (1923-1997)<br>,<i>Sky and Water</i><br>,signed inscribed and dated '(c) rf Lichtenstein '85' (on the reverse)<br>,oil and Magna on canvas<br>,66 x 96 in. (167.6 x 243.8 cm.)<br>,Painted in 1985.<br>,"
30201,https://www.christies.com/en/auction/a-century-of-art-the-gerald-fineberg-collection-part-ii-30201/,2023-05-17T04:00Z,2023-05-17T00:00Z,25 C,1562500.0,1500000.0,2000000.0,USD,A Century of Art: The Gerald Fineberg Collection Part II,New York,RICHARD PRINCE,Untitled (Cowboy),https://www.christies.com/lot/lot-6424100?ldp_breadcrumb=back&intObjectID=6424100&from=salessummary&lid=1,"RICHARD PRINCE (b. 1949)<br>,<i>Untitled (Cowboy)</i><br>,signed numbered and dated 'Prince 1999 1/1' (on a paper label affixed to the reverse)<br>,Ektacolor print<br>,60 x 80 in. (152.4 x 203.2 cm.)<br>,Executed in 1999. This work is the artist's proof from an edition of two plus one artist's proof.<br>,"
30201,https://www.christies.com/en/auction/a-century-of-art-the-gerald-fineberg-collection-part-ii-30201/,2023-05-17T04:00Z,2023-05-17T00:00Z,26 C,4285000.0,4000000.0,6000000.0,USD,A Century of Art: The Gerald Fineberg Collection Part II,New York,MARK BRADFORD,Sea Monster,https://www.christies.com/lot/lot-6424101?ldp_breadcrumb=back&intObjectID=6424101&from=salessummary&lid=1,"MARK BRADFORD (B. 1961)<br>,<i>Sea Monster</i><br>,signed titled and dated 'Sea Monster 2014 Mark Bradford' (on the reverse)<br>,mixed media on canvas<br>,102 x 144 in. (259.1 x 365.8 cm.)<br>,Executed in 2014.<br>,"
30201,https://www.christies.com/en/auction/a-century-of-art-the-gerald-fineberg-collection-part-ii-30201/,2023-05-17T04:00Z,2023-05-17T00:00Z,27 C,756000.0,600000.0,800000.0,USD,A Century of Art: The Gerald Fineberg Collection Part II,New York,ANDREAS GURSKY,"Chicago, Board of Trade",https://www.christies.com/lot/lot-6424102?ldp_breadcrumb=back&intObjectID=6424102&from=salessummary&lid=1,"ANDREAS GURSKY (B. 1955)<br>,<i>Chicago Board of Trade</i><br>,signed titled numbered and dated 'Chicago Board of Trade '97 3/6 A. Gursky' (on the reverse)<br>,chromogenic print<br>,framed: 72 1/2 x 94 1/2 in. (184.1 x 240 cm.)<br>,Executed in 1997. This work is number three from an edition of six.<br>,"
30201,https://www.christies.com/en/auction/a-century-of-art-the-gerald-fineberg-collection-part-ii-30201/,2023-05-17T04:00Z,2023-05-17T00:00Z,28 C,3438000.0,4000000.0,6000000.0,USD,A Century of Art: The Gerald Fineberg Collection Part II,New York,LEE KRASNER,"Twelve Hour Crossing, March Twenty-first",https://www.christies.com/lot/lot-6424103?ldp_breadcrumb=back&intObjectID=6424103&from=salessummary&lid=1,"LEE KRASNER (1908-1984)<br>,<i>Twelve Hour Crossing March Twenty-first</i><br>,signed and dated 'Krasner '81' (on the reverse)<br>,oil and paper collage on canvas<br>,68 x 75 in. (172.7 x 190.5 cm.)<br>,Executed <i>circa </i>1971-1981.<br>,"
30201,https://www.christies.com/en/auction/a-century-of-art-the-gerald-fineberg-collection-part-ii-30201/,2023-05-17T04:00Z,2023-05-17T00:00Z,29 C,3196000.0,4000000.0,6000000.0,USD,A Century of Art: The Gerald Fineberg Collection Part II,New York,ALEXANDER CALDER,Caged Stone on Yellow Stalk,https://www.christies.com/lot/lot-6424104?ldp_breadcrumb=back&intObjectID=6424104&from=salessummary&lid=1,"ALEXANDER CALDER (1898-1976)<br>,<i>Caged Stone on Yellow Stalk</i><br>,incised with the artist's monogram 'CA' (on the black element)<br>,sheet metal rod stone wire and paint<br>,75 x 42 x 24 1/2 in. (190.5 x 106.7 x 62.2 cm.)<br>,Executed <i>circa</i> 1955.<br>,"
30201,https://www.christies.com/en/auction/a-century-of-art-the-gerald-fineberg-collection-part-ii-30201/,2023-05-17T04:00Z,2023-05-17T00:00Z,30 C,5313500.0,8000000.0,12000000.0,USD,A Century of Art: The Gerald Fineberg Collection Part II,New York,WILLEM DE KOONING,Untitled,https://www.christies.com/lot/lot-6424105?ldp_breadcrumb=back&intObjectID=6424105&from=salessummary&lid=1,"WILLEM DE KOONING (1904-1997)<br>,<i>Untitled</i><br>,oil on canvas<br>,80 x 70 in. (203.3 x 177.8 cm.)<br>,Painted in 1983.<br>,"
30201,https://www.christies.com/en/auction/a-century-of-art-the-gerald-fineberg-collection-part-ii-30201/,2023-05-17T04:00Z,2023-05-17T00:00Z,31 C,,1500000.0,2500000.0,USD,A Century of Art: The Gerald Fineberg Collection Part II,New York,LOUISE BOURGEOIS,Nature Study,https://www.christies.com/lot/lot-6424106?ldp_breadcrumb=back&intObjectID=6424106&from=salessummary&lid=1,"LOUISE BOURGEOIS (1911-2010)<br>,<i>Nature Study</i><br>,carved with the artist&#8217;s signature and date &#8216;L. Bourgeois. 1986.&#8217; (on the side edge)<br>,pink marble<br>,29 1/2 x 34 x 29 1/2 in. (74.9 x 86.4 x 74.9 cm.)<br>,Executed in 1986.<br>,"
30201,https://www.christies.com/en/auction/a-century-of-art-the-gerald-fineberg-collection-part-ii-30201/,2023-05-17T04:00Z,2023-05-17T00:00Z,32 C,907200.0,150000.0,200000.0,USD,A Century of Art: The Gerald Fineberg Collection Part II,New York,ALINA SZAPOCZNIKOW,Portret Wielokrotny (Dwukrotny) [Multiple Portrait (Double)],https://www.christies.com/lot/lot-6424107?ldp_breadcrumb=back&intObjectID=6424107&from=salessummary&lid=1,"ALINA SZAPOCZNIKOW (1926 - 1973)<br>,<i>Portret Wielokrotny (Dwukrotny)</i> [Multiple Portrait (Double)]<br>,granite and colored polyester resin<br>,30 x 18 3/4 x 14 in. (76.2 x 47.6 x 35.5 cm.)<br>,Executed in 1967.<br>,"
30201,https://www.christies.com/en/auction/a-century-of-art-the-gerald-fineberg-collection-part-ii-30201/,2023-05-17T04:00Z,2023-05-17T00:00Z,33 C,6584000.0,6000000.0,8000000.0,USD,A Century of Art: The Gerald Fineberg Collection Part II,New York,JOAN MITCHELL,Untitled,https://www.christies.com/lot/lot-6424108?ldp_breadcrumb=back&intObjectID=6424108&from=salessummary&lid=1,"JOAN MITCHELL (1925-1992)<br>,<i>Untitled </i><br>,oil on canvas<br>,77 3/4 x 68 1/2 in. (195.6 x 174 cm.)<br>,Painted <i>circa</i> 1958.<br>,"
30201,https://www.christies.com/en/auction/a-century-of-art-the-gerald-fineberg-collection-part-ii-30201/,2023-05-17T04:00Z,2023-05-17T00:00Z,34 C,1865000.0,1500000.0,2000000.0,USD,A Century of Art: The Gerald Fineberg Collection Part II,New York,ALICE NEEL,Pregnant Bette Homitzky,https://www.christies.com/lot/lot-6424109?ldp_breadcrumb=back&intObjectID=6424109&from=salessummary&lid=1,"ALICE NEEL (1900-1984)<br>,<i>Pregnant Bette Homitzky</i><br>,signed and dated 'NEEL '68' (lower right); signed again titled and dated again 'PREGNANT BETTY - 1968 ALICE NEEL' (on the stretcher)<br>,oil on canvas<br>,60 x 36 in. (152.4 x 91.4 cm.)<br>,Painted in 1968.<br>,"
30201,https://www.christies.com/en/auction/a-century-of-art-the-gerald-fineberg-collection-part-ii-30201/,2023-05-17T04:00Z,2023-05-17T00:00Z,35 C,8460000.0,9000000.0,12000000.0,USD,A Century of Art: The Gerald Fineberg Collection Part II,New York,PABLO PICASSO,Buste d'homme laure,https://www.christies.com/lot/lot-6424110?ldp_breadcrumb=back&intObjectID=6424110&from=salessummary&lid=1,"PABLO PICASSO (1881-1973)<br>,<i>Buste d'homme laure</i><br>,dated '11.5.69.' (on the reverse)<br>,oil and Ripolin on canvas<br>,45 5/8 x 35 in. (115.7 x 88.8 cm.)<br>,Painted on 11 May 1969<br>,"
30201,https://www.christies.com/en/auction/a-century-of-art-the-gerald-fineberg-collection-part-ii-30201/,2023-05-17T04:00Z,2023-05-17T00:00Z,36 C,630000.0,1000000.0,1500000.0,USD,A Century of Art: The Gerald Fineberg Collection Part II,New York,RENE MAGRITTE,La femme au miroir,https://www.christies.com/lot/lot-6424111?ldp_breadcrumb=back&intObjectID=6424111&from=salessummary&lid=1,"RENE MAGRITTE (1898-1967)<br>,<i>La femme au miroir</i><br>,signed 'Magritte' (lower left); titled '""LA FEMME AU MIROIR""' (on the reverse)<br>,oil on canvas<br>,29 x 21 5/8 in. (73.6 x 54.8 cm.)<br>,Painted in 1943<br>,"
30201,https://www.christies.com/en/auction/a-century-of-art-the-gerald-fineberg-collection-part-ii-30201/,2023-05-17T04:00Z,2023-05-17T00:00Z,37 C,,1500000.0,2000000.0,USD,A Century of Art: The Gerald Fineberg Collection Part II,New York,FRANCIS PICABIA,Sans titre,https://www.christies.com/lot/lot-6424112?ldp_breadcrumb=back&intObjectID=6424112&from=salessummary&lid=1,"FRANCIS PICABIA (1879-1953)<br>,<i>Sans titre</i><br>,signed 'Francis Picabia' (lower left)<br>,oil and Ripolin on board<br>,41 x 29 1/4 in. (104.2 x 74.1 cm.)<br>,Painted <i>circa</i> 1925-1927<br>,"
30201,https://www.christies.com/en/auction/a-century-of-art-the-gerald-fineberg-collection-part-ii-30201/,2023-05-17T04:00Z,2023-05-17T00:00Z,38 C,,1500000.0,2000000.0,USD,A Century of Art: The Gerald Fineberg Collection Part II,New York,James Rosenquist,Fast Pain Relief,https://www.christies.com/lot/lot-6424113?ldp_breadcrumb=back&intObjectID=6424113&from=salessummary&lid=1,"James Rosenquist (1933-2017)<br>,<i>Fast Pain Relief</i><br>,signed and dated 'James Rosenquist 1962' (on the reverse)<br>,oil on canvas with lightbulbs and sockets<br>,36 x 48 in. (91.4 x 121.9 cm.)<br>,Executed in 1962-1963.<br>,"
30201,https://www.christies.com/en/auction/a-century-of-art-the-gerald-fineberg-collection-part-ii-30201/,2023-05-17T04:00Z,2023-05-17T00:00Z,39 C,1260000.0,2000000.0,3000000.0,USD,A Century of Art: The Gerald Fineberg Collection Part II,New York,ROBERT RAUSCHENBERG,Lincoln,https://www.christies.com/lot/lot-6424114?ldp_breadcrumb=back&intObjectID=6424114&from=salessummary&lid=1,"ROBERT RAUSCHENBERG (1925-2008)<br>,<i>Lincoln</i><br>,oil printed paper collage fabric stamped metal and ink on found canvas<br>,17 x 21 in. (43.2 x 53.2 cm.)<br>,Executed in 1958.<br>,"
30201,https://www.christies.com/en/auction/a-century-of-art-the-gerald-fineberg-collection-part-ii-30201/,2023-05-17T04:00Z,2023-05-17T00:00Z,40 C,882000.0,500000.0,700000.0,USD,A Century of Art: The Gerald Fineberg Collection Part II,New York,STURTEVANT,Johns Painting with Two Balls,https://www.christies.com/lot/lot-6424115?ldp_breadcrumb=back&intObjectID=6424115&from=salessummary&lid=1,"STURTEVANT (1924-2014)<br>,<i>Johns Painting with Two Balls</i><br>,stenciled with the artist's name and title and dated 'PAINTING WITH TWO BALLS 1987 STURTEVANT' (lower edge); signed again titled again and dated again '""Johns Painting with Two Balls"" e. sturtevant '87' (on the reverse)<br>,encaustic and paper collage on three joined canvases with metal brackets and two balls<br>,65 x 54 1/8 in. (165.1 x 137.5 cm.)<br>,Executed in 1987.<br>,"
