close_auction_date,hammer_price_orig,hammer_price_usd,final_price,final_price_usd,low_estimate_orig,low_estimate_usd,high_estimate_orig,high_estimate_usd,auction_name,auction_location,auction_id,item_title,lotNumber,is_sold,curreny,artist,auction_url,item_url,auction_house,exhibited,provenance,literature,art_category,description,year_created,height,width,depth,area,unit,is_withdrawn,is_bought_in,is_signed,num_pieces,guarantee,art_type,medium,image_url
12/07/2023 12:43,48000,null,60960,null,12000,null,18000,null,19th & 20th Century Sculpture,London,41ff557e-8e4e-416d-8a80-66ff1ea5e5ea,Sleep,11,TRUE,GBP,Edmonia Lewis,https://www.sothebys.com/en/buy/auction/2023/19th-20th-century-sculpture,https://www.sothebys.com/en/buy/auction/2023/19th-20th-century-sculpture/sleep,Sothebys,,,,null,<p>Edmonia Lewis</p><p>American</p><p>1844 - 1907</p><p><em>Sleep</em></p><p><br></p><p>signed: <em>EDMONIA LEWIS</em> and entitled: <em>SLEEP</em></p><p>white marble</p><p>45.5 by 42cm. 18 by 16 1/2 in.</p>,null,null,null,null,null,null,null,null,null,null,null,null,null,null
12/07/2023 12:43,8000,null,10160,null,6000,null,8000,null,19th & 20th Century Sculpture,London,41ff557e-8e4e-416d-8a80-66ff1ea5e5ea,The Young Octavian,12,TRUE,GBP,Edmonia Lewis,https://www.sothebys.com/en/buy/auction/2023/19th-20th-century-sculpture,https://www.sothebys.com/en/buy/auction/2023/19th-20th-century-sculpture/the-young-octavian,Sothebys,,,,null,<p>Attributed to Edmonia Lewis</p><p>American</p><p>1844 - 1907</p><p><em>The Young Octavian</em></p><p><br></p><p>white marble on a white marble socle</p><p>47cm. 18 1/2 in. overall</p>,null,null,null,null,null,null,null,null,null,null,null,null,null,null
12/07/2023 12:43,5000,null,6350,null,5000,null,7000,null,19th & 20th Century Sculpture,London,41ff557e-8e4e-416d-8a80-66ff1ea5e5ea,Buste d'enfant (Bust of a Child),13,TRUE,GBP,Aime-Jules Dalou,https://www.sothebys.com/en/buy/auction/2023/19th-20th-century-sculpture,https://www.sothebys.com/en/buy/auction/2023/19th-20th-century-sculpture/buste-denfant-bust-of-a-child,Sothebys,,,,null,<p>Aime-Jules Dalou</p><p>French</p><p>1838 - 1902</p><p><em>Buste d'enfant (Bust of a Child)</em></p><p><br></p><p>signed: <em>Dalou </em>and inscribed: <em>A.A Hebrard cire perdue</em></p><p>bronze rich dark brown patina on a beige marble base</p><p>bust: 30cm. 11 3/4 in.</p><p>base: 11.5cm. 4 1/2 in.</p>,null,null,null,null,null,null,null,null,null,null,null,null,null,null
12/07/2023 12:43,7000,null,8890,null,8000,null,12000,null,19th & 20th Century Sculpture,London,41ff557e-8e4e-416d-8a80-66ff1ea5e5ea,The Age of Innocence,14,TRUE,GBP,Alfred Drury,https://www.sothebys.com/en/buy/auction/2023/19th-20th-century-sculpture,https://www.sothebys.com/en/buy/auction/2023/19th-20th-century-sculpture/the-age-of-innocence,Sothebys,,,,null,<p>Alfred Drury</p><p>French</p><p>1856 - 1944</p><p><em>The Age of Innocence</em></p><p><br></p><p>patinated plaster</p><p>68.5cm. 27in.</p>,null,null,null,null,null,null,null,null,null,null,null,null,null,null
12/07/2023 12:43,,null,,null,5000,null,7000,null,19th & 20th Century Sculpture,London,41ff557e-8e4e-416d-8a80-66ff1ea5e5ea,Bust of a boy,15,FALSE,GBP,Pietro Dal Negro,https://www.sothebys.com/en/buy/auction/2023/19th-20th-century-sculpture,https://www.sothebys.com/en/buy/auction/2023/19th-20th-century-sculpture/bust-of-a-boy,Sothebys,,,,null,<p>Pietro Dal Negro</p><p>Italian</p><p>19th century</p><p><em>Bust of a boy</em></p><p><br></p><p>signed and dated: <em>P. Dal: Negro / Milano 1869</em></p><p>white marble</p><p>51cm. 20in.</p>,null,null,null,null,null,null,null,null,null,null,null,null,null,null
12/07/2023 12:43,,null,,null,60000,null,80000,null,19th & 20th Century Sculpture,London,41ff557e-8e4e-416d-8a80-66ff1ea5e5ea,Il Genio della Pesca (The Genius of Fishing),16,FALSE,GBP,Pio Fedi,https://www.sothebys.com/en/buy/auction/2023/19th-20th-century-sculpture,https://www.sothebys.com/en/buy/auction/2023/19th-20th-century-sculpture/il-genio-della-pesca-the-genius-of-fishing,Sothebys,,,,null,<p>Pio Fedi</p><p>Italian</p><p>1816 - 1892</p><p><em>Il Genio della Pesca (The Genius of Fishing)</em></p><p><br></p><p>signed and dated: <em>PIO FEDI SCOLPIVA IN FIRENZE NEL 1864</em></p><p>white marble</p><p>135.5cm. 53 1/4 in.</p>,null,null,null,null,null,null,null,null,null,null,null,null,null,null
12/07/2023 12:43,,null,,null,12000,null,18000,null,19th & 20th Century Sculpture,London,41ff557e-8e4e-416d-8a80-66ff1ea5e5ea,Shepherd Paris,17,FALSE,GBP,Holme Cardwell ,https://www.sothebys.com/en/buy/auction/2023/19th-20th-century-sculpture,https://www.sothebys.com/en/buy/auction/2023/19th-20th-century-sculpture/shepherd-paris,Sothebys,"<p>Manchester, <em>Art Treasures of the United Kingdom</em>, 1857 </p>",<p>Sir John Pender&nbsp;KCMG GCMG FSA FRSE (1816 - 1896)</p>,"<p>R. Gunnis, <em>Dictionary of British Sculptors 1660-1851</em>, London, p.78;</p><p>J. Peck, <em>Catalogue of Art Treasures of the United Kingdom: collected at Manchester in 1857</em>, London, 1857, p.134, no.56</p>",null,<p>Holme Cardwell</p><p>British</p><p>1813 - 1895</p><p><em>Shepherd Paris</em></p><p><br></p><p>signed: <em>HOLME CARDWELL / FECIT ROMA 184...</em></p><p>white marble on a modern black painted wood base</p><p>figure: 116cm. 45 5/8 in.</p><p>base: 72 by 67cm. 28 1/2 by 26 1/2 cm.</p>,null,null,null,null,null,null,null,null,null,null,null,null,null,null
12/07/2023 12:43,32000,null,40640,null,30000,null,50000,null,19th & 20th Century Sculpture,London,41ff557e-8e4e-416d-8a80-66ff1ea5e5ea,Girl entering the bath,18,TRUE,GBP,Jacob Lundberg,https://www.sothebys.com/en/buy/auction/2023/19th-20th-century-sculpture,https://www.sothebys.com/en/buy/auction/2023/19th-20th-century-sculpture/girl-entering-the-bath,Sothebys,,,,null,<p>Jacob Lundberg</p><p>Swedish</p><p>1792 - 1893</p><p><em>Girl entering the bath</em></p><p><br></p><p>signed and dated: <em>N..lo Bisstrom invento Giac:</em><sup><em>mo</em></sup><em> Lundberg / Fece ... 1850</em></p><p>white marble</p><p>153.5cm. 60 1/2in.</p>,null,null,null,null,null,null,null,null,null,null,null,null,null,null
12/07/2023 12:43,,null,,null,10000,null,15000,null,19th & 20th Century Sculpture,London,41ff557e-8e4e-416d-8a80-66ff1ea5e5ea,Italian first half 19th century,19,FALSE,GBP,,https://www.sothebys.com/en/buy/auction/2023/19th-20th-century-sculpture,https://www.sothebys.com/en/buy/auction/2023/19th-20th-century-sculpture/italian-first-half-19th-century,Sothebys,,,,null,<p>Italian first half 19th century</p><p><em>Apollino</em></p><p><br></p><p>white marble on a veined grey marble base</p><p>107cm. 42in.</p>,null,null,null,null,null,null,null,null,null,null,null,null,null,null
12/07/2023 12:43,11000,null,13970,null,10000,null,15000,null,19th & 20th Century Sculpture,London,41ff557e-8e4e-416d-8a80-66ff1ea5e5ea,Italian early 19th century,20,TRUE,GBP,,https://www.sothebys.com/en/buy/auction/2023/19th-20th-century-sculpture,https://www.sothebys.com/en/buy/auction/2023/19th-20th-century-sculpture/italian-19th-century-2,Sothebys,,,,null,<p>Italian early 19th century</p><p>After the Antique</p><p><em>Bacchus and Ariadne</em></p><p><br></p><p>white marble</p><p>75cm. 29 1/2 in.</p>,null,null,null,null,null,null,null,null,null,null,null,null,null,null
12/07/2023 12:43,,null,,null,8000,null,12000,null,19th & 20th Century Sculpture,London,41ff557e-8e4e-416d-8a80-66ff1ea5e5ea,Amazone,21,FALSE,GBP,Pietro Bazzanti,https://www.sothebys.com/en/buy/auction/2023/19th-20th-century-sculpture,https://www.sothebys.com/en/buy/auction/2023/19th-20th-century-sculpture/italian-19th-century-3,Sothebys,,,,null,<p>Pietro Barzanti</p><p>Italian</p><p>1842 - 1881</p><p>After the Antique</p><p><em>Amazone</em></p><p><br></p><p>signed:&nbsp;<em>P. Barzanti / Florence</em></p><p>white marble</p><p>72cm. 28 3/8 in.</p>,null,null,null,null,null,null,null,null,null,null,null,null,null,null
12/07/2023 12:43,2000,null,2540,null,4000,null,6000,null,19th & 20th Century Sculpture,London,41ff557e-8e4e-416d-8a80-66ff1ea5e5ea,Italian probably Naples circa 1800,22,TRUE,GBP,,https://www.sothebys.com/en/buy/auction/2023/19th-20th-century-sculpture,https://www.sothebys.com/en/buy/auction/2023/19th-20th-century-sculpture/italian-probably-naples-circa-1800,Sothebys,,"<p>Artcurial, Paris, 8 July 2014, lot 39;</p><p>Where acquired by the present owner</p>",,null,<p>Property from a Swiss Private Collection</p><p><br></p><p>Italian probably Naples circa 1800</p><p>After the Antique</p><p><em>The Farnese Bull</em></p><p><br></p><p>bronze</p><p>47 by 43 by 42cm. 18 1/2 by 17 by 16 1/2in.</p>,null,null,null,null,null,null,null,null,null,null,null,null,null,null
12/07/2023 12:43,12000,null,15240,null,4000,null,6000,null,19th & 20th Century Sculpture,London,41ff557e-8e4e-416d-8a80-66ff1ea5e5ea,Farnese Hercules,23,TRUE,GBP,Ernesto Gazzeri,https://www.sothebys.com/en/buy/auction/2023/19th-20th-century-sculpture,https://www.sothebys.com/en/buy/auction/2023/19th-20th-century-sculpture/farnese-hercules,Sothebys,,,,null,<p>Ernesto Gazzeri</p><p>Italian</p><p>1890 - 1920</p><p>After the Antique</p><p><em>Farnese Hercules </em></p><p><br></p><p>signed: <em>E GAZZERI/Rome</em></p><p>white marble</p><p>78cm. 30 3/4in.</p>,null,null,null,null,null,null,null,null,null,null,null,null,null,null
12/07/2023 12:43,5000,null,6350,null,6000,null,8000,null,19th & 20th Century Sculpture,London,41ff557e-8e4e-416d-8a80-66ff1ea5e5ea,Italian 19th century/ 20th century,24,TRUE,GBP,,https://www.sothebys.com/en/buy/auction/2023/19th-20th-century-sculpture,https://www.sothebys.com/en/buy/auction/2023/19th-20th-century-sculpture/italian-19th-century-20th-century-2,Sothebys,,,,null,<p>Italian 19th century/ 20th century</p><p>After the Antique</p><p><em>Venus de Milo</em></p><p><br></p><p>white marble</p><p>121cm. 47 5/8 in.</p>,null,null,null,null,null,null,null,null,null,null,null,null,null,null
12/07/2023 12:43,,null,,null,30000,null,50000,null,19th & 20th Century Sculpture,London,41ff557e-8e4e-416d-8a80-66ff1ea5e5ea,Belgian circa 1900,25,FALSE,GBP,,https://www.sothebys.com/en/buy/auction/2023/19th-20th-century-sculpture,https://www.sothebys.com/en/buy/auction/2023/19th-20th-century-sculpture/belgian-circa-1900,Sothebys,,,,null,<p>Belgian circa 1900</p><p><em>Pair of columns</em></p><p><br></p><p>onyx</p><p>114cm. 45in. each</p>,null,null,null,null,null,null,null,null,null,null,null,null,null,null
12/07/2023 12:43,,null,,null,15000,null,20000,null,19th & 20th Century Sculpture,London,41ff557e-8e4e-416d-8a80-66ff1ea5e5ea,Column,26,FALSE,GBP,Henri Luppens & Cie,https://www.sothebys.com/en/buy/auction/2023/19th-20th-century-sculpture,https://www.sothebys.com/en/buy/auction/2023/19th-20th-century-sculpture/column,Sothebys,,,,null,<p>Henri Luppens &amp; Cie</p><p>Brussels circa 1900</p><p><em>Column</em></p><p><br></p><p>with a <em>H. Luppens &amp; Cie Bruxelles Eclairages Bronzes D'Art</em> cachet</p><p>veined pink marble with bronze gilt patina mounts with a revolving top</p><p>117.5cm. 46 1/4 in.</p>,null,null,null,null,null,null,null,null,null,null,null,null,null,null
12/07/2023 12:43,,null,,null,10000,null,15000,null,19th & 20th Century Sculpture,London,41ff557e-8e4e-416d-8a80-66ff1ea5e5ea,Le Genie de la Danse (Allegory of Dance),27,FALSE,GBP,Jean-Baptiste Carpeaux,https://www.sothebys.com/en/buy/auction/2023/19th-20th-century-sculpture,https://www.sothebys.com/en/buy/auction/2023/19th-20th-century-sculpture/le-genie-de-la-danse-allegory-of-dance,Sothebys,,,,null,<p>Jean-Baptiste Carpeaux</p><p>French</p><p>1827 - 1875</p><p><em>Le Genie de la Danse (Allegory of Dance)</em></p><p><br></p><p>signed and dated: <em>JBte Carpeaux . 1812</em></p><p>bronze mid-brown patina</p><p>82.5cm. 32 1/2 in.</p>,null,null,null,null,null,null,null,null,null,null,null,null,null,null
12/07/2023 12:43,,null,,null,6000,null,8000,null,19th & 20th Century Sculpture,London,41ff557e-8e4e-416d-8a80-66ff1ea5e5ea,L'Amour Vainqueur (A Love Vanquished),28,FALSE,GBP,Adolphe Itasse,https://www.sothebys.com/en/buy/auction/2023/19th-20th-century-sculpture,https://www.sothebys.com/en/buy/auction/2023/19th-20th-century-sculpture/lamour-vainqueur-a-love-vanquished,Sothebys,,"<p>Sotheby's New York, 29 October 2014, lot 199;</p><p>Private American Collection</p>",,null,<p>Adolphe Itasse</p><p>French</p><p>1830 - 1893</p><p><em>L'Amour Vainqueur (A Love Vanquished)</em></p><p><br></p><p>signed and dated:&nbsp;<em>A. Itasse / Scvpt / 1887</em> inscribed:&nbsp;<em>W. BOUGUEREAU. INV</em>&nbsp;stamped&nbsp;with a foundry seal further inscribed:&nbsp;<em>42047 / 6</em>&nbsp;and with a titular plaque to the base</p><p>bronze dark brown patina on a revolving rouge de France marble base</p><p>78cm. 30 3/4in. overall</p>,null,null,null,null,null,null,null,null,null,null,null,null,null,null
12/07/2023 12:43,,null,,null,20000,null,30000,null,19th & 20th Century Sculpture,London,41ff557e-8e4e-416d-8a80-66ff1ea5e5ea,La Confidence (The Secret),29,FALSE,GBP,Albert-Ernest  Carrier-Belleuse,https://www.sothebys.com/en/buy/auction/2023/19th-20th-century-sculpture,https://www.sothebys.com/en/buy/auction/2023/19th-20th-century-sculpture/la-confidence-the-secret,Sothebys,,,,null,<p>Albert-Ernest Carrier-Belleuse</p><p>French</p><p>1824 - 1887</p><p><em>La Confidence (The Secret)</em></p><p><br></p><p>signed: <em>A. CARRIER-BELLEUSE</em></p><p>white marble</p><p>65 by 47cm. 25 1/2 by 18 1/2 in.</p>,null,null,null,null,null,null,null,null,null,null,null,null,null,null
12/07/2023 12:43,6500,null,8255,null,6000,null,8000,null,19th & 20th Century Sculpture,London,41ff557e-8e4e-416d-8a80-66ff1ea5e5ea,Hercules and Omphale,30,TRUE,GBP,Albert-Ernest  Carrier-Belleuse,https://www.sothebys.com/en/buy/auction/2023/19th-20th-century-sculpture,https://www.sothebys.com/en/buy/auction/2023/19th-20th-century-sculpture/hercules-and-omphale,Sothebys,,,,null,<p>Albert-Ernest Carrier-Belleuse</p><p>French</p><p>1824 - 1887</p><p><em>Hercules and Omphale</em></p><p><br></p><p>signed: <em>A. CARRiER</em></p><p>terracotta on an ebonised wood base</p><p>terracotta: 78cm. 30 3/4 in.</p><p>base: 11cm. 4 3/8 in.</p>,null,null,null,null,null,null,null,null,null,null,null,null,null,null
12/07/2023 12:43,3200,null,4064,null,5000,null,7000,null,19th & 20th Century Sculpture,London,41ff557e-8e4e-416d-8a80-66ff1ea5e5ea,Angelique,31,TRUE,GBP,Albert-Ernest  Carrier-Belleuse,https://www.sothebys.com/en/buy/auction/2023/19th-20th-century-sculpture,https://www.sothebys.com/en/buy/auction/2023/19th-20th-century-sculpture/angelique,Sothebys,,,,null,<p>Albert-Ernest Carrier-Belleuse</p><p>French</p><p>1824 - 1887</p><p><em>Angelique</em></p><p><br></p><p>signed:<em> CARRIER-BELLEUSE</em></p><p>terracotta</p><p>70.5cm. 27 3/4 in.</p>,null,null,null,null,null,null,null,null,null,null,null,null,null,null
12/07/2023 12:43,6500,null,8255,null,6000,null,8000,null,19th & 20th Century Sculpture,London,41ff557e-8e4e-416d-8a80-66ff1ea5e5ea,L'Innocence tourmentee par l'Amour (Innocence tormented by Love),32,TRUE,GBP,Albert-Ernest  Carrier-Belleuse,https://www.sothebys.com/en/buy/auction/2023/19th-20th-century-sculpture,https://www.sothebys.com/en/buy/auction/2023/19th-20th-century-sculpture/linnocence-tourmentee-par-lamour-innocence,Sothebys,,,,null,<p>Albert-Ernest Carrier-Belleuse</p><p>French</p><p>1824 - 1887</p><p><em>L'Innocence tourmentee par l'Amour (Innocence tormented by Love)</em></p><p><br></p><p>signed: <em>A. CARRiER-BELLEUSE</em></p><p>terracotta</p><p>63cm. 24 3/4 in.</p>,null,null,null,null,null,null,null,null,null,null,null,null,null,null
12/07/2023 12:43,10000,null,12700,null,10000,null,15000,null,19th & 20th Century Sculpture,London,41ff557e-8e4e-416d-8a80-66ff1ea5e5ea,Jeune femme au corsage fleuri (Bust of a young woman with flowers),33,TRUE,GBP,Albert-Ernest  Carrier-Belleuse,https://www.sothebys.com/en/buy/auction/2023/19th-20th-century-sculpture,https://www.sothebys.com/en/buy/auction/2023/19th-20th-century-sculpture/jeune-femme-au-corsage-fleuri-bust-of-a-young,Sothebys,,,,null,<p>Albert-Ernest Carrier-Belleuse</p><p>French</p><p>1824 - 1887</p><p><em>Jeune femme au corsage fleuri (Bust of a young woman with flowers)</em></p><p><br></p><p>signed: <em>A CARRiER.</em></p><p>terracotta on a wood base</p><p>bust: 62cm. 22 3/8 in.</p><p>base: 17cm. 6 3/4 in.</p>,null,null,null,null,null,null,null,null,null,null,null,null,null,null
12/07/2023 12:43,3800,null,4826,null,5000,null,7000,null,19th & 20th Century Sculpture,London,41ff557e-8e4e-416d-8a80-66ff1ea5e5ea,Enfant Sources,34,TRUE,GBP,Albert-Ernest  Carrier-Belleuse,https://www.sothebys.com/en/buy/auction/2023/19th-20th-century-sculpture,https://www.sothebys.com/en/buy/auction/2023/19th-20th-century-sculpture/enfant-sources,Sothebys,,,,null,<p>Albert-Ernest Carrier-Belleuse</p><p>French</p><p>1824 - 1887</p><p><em>Enfant Sources</em></p><p><br></p><p>signed and dated: <em>A. CARRiER 1864</em></p><p>terracotta on a gilt wood base</p><p>terracotta: 42 by 68cm. 16 1/2 by 26 3/4 in.</p><p>base: 5 by 67cm. 2 by 26 1/2 in.</p>,null,null,null,null,null,null,null,null,null,null,null,null,null,null
12/07/2023 12:43,6500,null,8255,null,5000,null,7000,null,19th & 20th Century Sculpture,London,41ff557e-8e4e-416d-8a80-66ff1ea5e5ea,Camille Desmoulins (1760-1794),35,TRUE,GBP,Albert-Ernest  Carrier-Belleuse,https://www.sothebys.com/en/buy/auction/2023/19th-20th-century-sculpture,https://www.sothebys.com/en/buy/auction/2023/19th-20th-century-sculpture/camille-desmoulins-1760-1794,Sothebys,,,,null,<p>Albert-Ernest Carrier-Belleuse</p><p>French</p><p>1824 - 1887</p><p><em>Camille Desmoulins (1760-1794)</em></p><p><br></p><p>signed: <em>A. CARRiER-BELLEUSE</em></p><p>terracotta</p><p>78cm. 30 3/4 in.</p>,null,null,null,null,null,null,null,null,null,null,null,null,null,null
